1,1_TYPE,"Eldon Base for stackable storage shelf, platinum","Eldon Base for stackable storage shelf, platinum_TYPE","Muhammed MacIntyre","Muhammed MacIntyre_TYPE",3,3_TYPE,-213.25,-213.25_TYPE,38.94,38.94_TYPE,35,35_TYPE,Nunavut,Nunavut_TYPE,"Storage & Organization","Storage & Organization_TYPE",0.8,0.8_TYPE
379,Number,3390,Number,"Delfina Latchford",String,42695,Number,-10.30,Number,65.99,Number,5.31,Number,"Northwest Territories",String,"Telephones and Communication",String,0.57,Number
380,Number,"GBC DocuBind TL300 Electric Binding System",Mix,"Susan Vittorini",String,42981,Number,232.44,Number,896.99,Number,19.99,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.38,Number
381,Number,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Mix,"Dorothy Wardle",String,43109,Number,-21.85,Number,15.01,Number,8.4,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.39,Number
382,Number,"Microsoft Internet Keyboard",String,"Dorothy Wardle",String,43109,Number,-145.78,Number,20.97,Number,6.5,Number,"Northwest Territories",String,"Computer Peripherals",String,0.78,Number
383,Number,"TDK 4.7GB DVD-R",Mix,"Dorothy Wardle",String,43109,Number,-3.96,Number,10.01,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.41,Number
384,Number,"Xerox 1977",Mix,"Susan Vittorini",String,43203,Number,-33.69,Number,6.68,Number,5.2,Number,"Northwest Territories",String,Paper,String,0.37,Number
385,Number,"DAX Solid Wood Frames",String,"Jamie Kunitz",String,43236,Number,10.68,Number,9.77,Number,6.02,Number,"Northwest Territories",String,"Office Furnishings",String,0.48,Number
386,Number,"Honeywell Enviracaire® Portable Air Cleaner for up to 8 x 10 Room",Mix,"Fred Wasserman",String,43267,Number,171.26,Number,76.72,Number,19.95,Number,"Northwest Territories",String,Appliances,String,0.54,Number
387,Number,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector",Mix,"Doug Bickford",String,43329,Number,752.37,Number,59.98,Number,3.99,Number,"Northwest Territories",String,Appliances,String,0.57,Number
388,Number,8260,Number,"Fred Wasserman",String,43330,Number,337.04,Number,65.99,Number,8.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.58,Number
389,Number,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Mix,"Susan Vittorini",String,43364,Number,158.98,Number,23.99,Number,6.71,Number,"Northwest Territories",String,Envelopes,String,0.35,Number
390,Number,"Multimedia Mailers",String,"Doug Bickford",String,43392,Number,2969.81,Number,162.93,Number,19.99,Number,"Northwest Territories",String,Envelopes,String,0.39,Number
391,Number,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",String,"Claudia Miner",String,43781,Number,240.41,Number,10.94,Number,1.39,Number,"Northwest Territories",String,Envelopes,String,0.35,Number
392,Number,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Mix,"Claudia Miner",String,43781,Number,393.41,Number,40.98,Number,2.99,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.36,Number
393,Number,"DXL™ Angle-View Binders with Locking Rings, Black",String,"Frank Price",String,44071,Number,-43.75,Number,5.99,Number,4.92,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.38,Number
394,Number,8260,Number,"Frank Price",String,44071,Number,83.84,Number,65.99,Number,8.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.58,Number
395,Number,"Newell® 3-Hole Punched Plastic Slotted Magazine Holders for Binders",Mix,"Dorothy Wardle",String,44519,Number,-144.76,Number,4.57,Number,5.42,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.37,Number
396,Number,"Laser & Ink Jet Business Envelopes",String,"Dorothy Wardle",String,44519,Number,155.69,Number,10.67,Number,1.39,Number,"Northwest Territories",String,Envelopes,String,0.39,Number
397,Number,"Okidata ML390 Turbo Dot Matrix Printers",Mix,"Dorothy Wardle",String,44519,Number,5386.32,Number,442.14,Number,14.7,Number,"Northwest Territories",String,"Office Machines",String,0.56,Number
398,Number,"Eldon Regeneration Recycled Desk Accessories, Smoke",String,"Allen Rosenblatt",String,44708,Number,-37.39,Number,1.74,Number,4.08,Number,"Northwest Territories",String,"Office Furnishings",String,0.53,Number
399,Number,Accessory36,Mix,"Dorothy Wardle",String,44772,Number,-232.99,Number,55.99,Number,5,Number,"Northwest Territories",String,"Telephones and Communication",String,0.83,Number
400,Number,"Linden® 12"" Wall Clock With Oak Frame",Mix,"Julia West",String,44839,Number,-246.30,Number,33.98,Number,19.99,Number,"Northwest Territories",String,"Office Furnishings",String,0.55,Number
401,Number,2160i,Mix,"Ralph Knight",String,45217,Number,1864.66,Number,200.99,Number,4.2,Number,"Northwest Territories",String,"Telephones and Communication",String,0.59,Number
402,Number,"Global Deluxe High-Back Office Chair in Storm",String,"Michelle Lonsdale",String,45440,Number,-183.60,Number,135.99,Number,28.63,Number,"Northwest Territories",String,"Chairs & Chairmats",String,0.76,Number
403,Number,"Howard Miller 16"" Diameter Gallery Wall Clock",Mix,"Charlotte Melton",String,45766,Number,1026.07,Number,63.94,Number,14.48,Number,"Northwest Territories",String,"Office Furnishings",String,0.46,Number
404,Number,"Canon MP100DHII Printing Calculator",Mix,"Charlotte Melton",String,45766,Number,1765.48,Number,140.99,Number,13.99,Number,"Northwest Territories",String,"Office Machines",String,0.37,Number
405,Number,Accessory21,Mix,"Allen Rosenblatt",String,45861,Number,319.10,Number,20.99,Number,0.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.37,Number
406,Number,"Verbatim DVD-R 4.7GB authoring disc",Mix,"Neola Schneider",String,45957,Number,162.83,Number,39.24,Number,1.99,Number,"Northwest Territories",String,"Computer Peripherals",String,0.51,Number
407,Number,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Mix,"Neola Schneider",String,45957,Number,-30.92,Number,7.64,Number,5.83,Number,"Northwest Territories",String,Paper,String,0.36,Number
408,Number,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro® Back, 8-1/2x11, 25/Bx",Mix,"Joy Bell",String,46912,Number,181.53,Number,54.74,Number,14.83,Number,"Northwest Territories",String,"Office Furnishings",String,0.54,Number
409,Number,"Avery 51",Mix,"Monica Federle",String,46980,Number,103.16,Number,6.3,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.39,Number
410,Number,"SANFORD Liquid Accent™ Tank-Style Highlighters",String,"Jamie Kunitz",String,47460,Number,-3.64,Number,2.84,Number,0.93,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.54,Number
411,Number,"Avery Poly Binder Pockets",String,"Susan Vittorini",String,47462,Number,-166.92,Number,3.58,Number,5.47,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.37,Number
412,Number,"Dixon My First Ticonderoga Pencil, #2",Mix,"Susan Vittorini",String,47462,Number,-1.22,Number,5.85,Number,2.27,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.56,Number
413,Number,"Acco® Hot Clips™ Clips to Go",String,"Susan Vittorini",String,47462,Number,21.62,Number,3.29,Number,1.35,Number,"Northwest Territories",String,"Rubber Bands",String,0.4,Number
414,Number,"Fiskars® Softgrip Scissors",String,"Charles McCrossin",String,47620,Number,20.27,Number,10.98,Number,3.37,Number,"Northwest Territories",String,"Scissors, Rulers and Trimmers",String,0.57,Number
415,Number,"Elite 5"" Scissors",Mix,"Cari Schnelling",String,47749,Number,-188.53,Number,8.45,Number,7.77,Number,"Northwest Territories",String,"Scissors, Rulers and Trimmers",String,0.55,Number
416,Number,"Eldon Wave Desk Accessories",String,"Doug Bickford",String,47873,Number,-17.38,Number,5.89,Number,5.57,Number,"Northwest Territories",String,"Office Furnishings",String,0.41,Number
417,Number,"Avery 478",Mix,"Don Miller",String,47943,Number,24.06,Number,4.91,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.36,Number
418,Number,"Boston 16701 Slimline Battery Pencil Sharpener",Mix,"Don Miller",String,47943,Number,63.46,Number,15.94,Number,5.45,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.55,Number
419,Number,"Xerox 1982",Mix,"Fred Wasserman",String,48101,Number,-39.92,Number,22.84,Number,16.87,Number,"Northwest Territories",String,Paper,String,0.39,Number
420,Number,"Soundgear Copyboard Conference Phone, Optional Battery",String,"Bryan Mills",String,48295,Number,4938.78,Number,204.1,Number,13.99,Number,"Northwest Territories",String,"Office Machines",String,0.37,Number
421,Number,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Mix,"Carlos Daly",String,48839,Number,-37.06,Number,98.31,Number,0.49,Number,"Northwest Territories",String,Labels,String,0.36,Number
422,Number,"Euro Pro Shark Stick Mini Vacuum",String,"Joy Bell",String,49154,Number,-807.89,Number,60.98,Number,49,Number,"Northwest Territories",String,Appliances,String,0.59,Number
423,Number,"Panasonic KX-P1150 Dot Matrix Printer",Mix,"Claudia Miner",String,49921,Number,-280.28,Number,145.45,Number,17.85,Number,"Northwest Territories",String,"Office Machines",String,0.56,Number
424,Number,"Recycled Eldon Regeneration Jumbo File",String,"Claudia Miner",String,49921,Number,-7.26,Number,12.28,Number,6.13,Number,"Northwest Territories",String,"Storage & Organization",String,0.57,Number
425,Number,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Mix,"Beth Thompson",String,49952,Number,630.28,Number,107.53,Number,5.81,Number,"Northwest Territories",String,"Office Furnishings",String,0.65,Number
426,Number,"Avery 498",Mix,"Allen Rosenblatt",String,50117,Number,14.49,Number,2.89,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.38,Number
427,Number,"Premium Transparent Presentation Covers by GBC",String,"Beth Thompson",String,50278,Number,-27.53,Number,20.98,Number,8.83,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.37,Number
428,Number,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Mix,"Beth Thompson",String,50278,Number,-355.94,Number,100.8,Number,60,Number,"Northwest Territories",String,Tables,String,0.59,Number
429,Number,"GBC VeloBinder Electric Binding Machine",String,"Susan Vittorini",String,50374,Number,1443.35,Number,120.98,Number,9.07,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.35,Number
430,Number,"Brown Kraft Recycled Envelopes",String,"Sylvia Foulston",String,50565,Number,-138.82,Number,16.98,Number,12.39,Number,"Northwest Territories",String,Envelopes,String,0.35,Number
431,Number,"Acme® 8"" Straight Scissors",Mix,"Joy Bell",String,50688,Number,27.86,Number,12.98,Number,3.14,Number,"Northwest Territories",String,"Scissors, Rulers and Trimmers",String,0.6,Number
432,Number,"Bell Sonecor JB700 Caller ID",Mix,"Becky Castell",String,50754,Number,-58.34,Number,7.99,Number,5.03,Number,"Northwest Territories",String,"Telephones and Communication",String,0.6,Number
433,Number,A1228,Mix,"Carlos Daly",String,50914,Number,2763.13,Number,195.99,Number,8.99,Number,"Northwest Territories",String,"Telephones and Communication",String,0.58,Number
434,Number,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Mix,"Cari Schnelling",String,51169,Number,-192.92,Number,136.98,Number,24.49,Number,"Northwest Territories",String,"Office Furnishings",String,0.59,Number
435,Number,8290,Number,"Jim Radford",String,51938,Number,-488.31,Number,125.99,Number,5.63,Number,"Northwest Territories",String,"Telephones and Communication",String,0.6,Number
436,Number,"Hewlett-Packard Deskjet 5550 Color Inkjet Printer",Mix,"Allen Rosenblatt",String,51970,Number,-343.47,Number,115.99,Number,56.14,Number,"Northwest Territories",String,"Office Machines",String,0.4,Number
437,Number,"Fellowes Neat Ideas® Storage Cubes",String,"Dorothy Badders",String,51971,Number,-1129.96,Number,32.48,Number,35,Number,"Northwest Territories",String,"Storage & Organization",String,0.81,Number
438,Number,"Lesro Round Back Collection Coffee Table, End Table",String,"Dorothy Badders",String,51971,Number,-803.52,Number,182.55,Number,69,Number,"Northwest Territories",String,Tables,String,0.72,Number
439,Number,"Avery 492",Mix,"Mike Pelletier",String,52193,Number,10.51,Number,2.88,Number,0.5,Number,"Northwest Territories",String,Labels,String,0.39,Number
440,Number,"Newell 343",Mix,"Mike Pelletier",String,52193,Number,6.04,Number,2.94,Number,0.96,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.58,Number
441,Number,"Recycled Eldon Regeneration Jumbo File",String,"Doug Bickford",String,52321,Number,-37.52,Number,12.28,Number,6.13,Number,"Northwest Territories",String,"Storage & Organization",String,0.57,Number
442,Number,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Mix,"Doug Bickford",String,52321,Number,5626.42,Number,349.45,Number,60,Number,"Northwest Territories",String,Tables,String,,String
443,Number,"Canon S750 Color Inkjet Printer",Mix,"Susan Vittorini",String,52386,Number,-188.58,Number,120.97,Number,26.3,Number,"Northwest Territories",String,"Office Machines",String,0.38,Number
444,Number,"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener",Mix,"Andrew Gjertsen",String,52807,Number,204.74,Number,21.98,Number,2.87,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.55,Number
445,Number,"AT&T Black Trimline Phone, Model 210",Mix,"Muhammed MacIntyre",String,52929,Number,-90.14,Number,15.99,Number,9.4,Number,"Northwest Territories",String,"Office Machines",String,0.49,Number
446,Number,"Newell 318",Mix,"Muhammed MacIntyre",String,52929,Number,-6.53,Number,2.78,Number,1.25,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.59,Number
447,Number,"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Mix,"Muhammed MacIntyre",String,52929,Number,7.34,Number,6.47,Number,1.22,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.4,Number
448,Number,"Staples Vinyl Coated Paper Clips",String,"Muhammed MacIntyre",String,52929,Number,19.68,Number,3.93,Number,0.99,Number,"Northwest Territories",String,"Rubber Bands",String,0.39,Number
449,Number,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Mix,"Jim Radford",String,52964,Number,828.27,Number,136.98,Number,24.49,Number,"Northwest Territories",String,"Office Furnishings",String,0.59,Number
450,Number,"Avery 491",Mix,"Bryan Davis",String,53156,Number,56.44,Number,4.13,Number,0.99,Number,"Northwest Territories",String,Labels,String,0.39,Number
451,Number,"Fellowes Black Plastic Comb Bindings",String,"Anthony Johnson",String,53511,Number,-243.24,Number,5.81,Number,8.49,Number,"Northwest Territories",String,"Binders and Binder Accessories",String,0.39,Number
452,Number,"Eldon Expressions™ Desk Accessory, Wood Pencil Holder, Oak",String,"Anthony Johnson",String,53511,Number,-53.62,Number,9.65,Number,6.22,Number,"Northwest Territories",String,"Office Furnishings",String,0.55,Number
453,Number,"O'Sullivan 3-Shelf Heavy-Duty Bookcases",Mix,"Doug Bickford",String,53797,Number,-213.32,Number,58.14,Number,36.61,Number,"Northwest Territories",String,Bookcases,String,0.61,Number
454,Number,T18,Mix,"Carlos Daly",String,53990,Number,1411.03,Number,110.99,Number,2.5,Number,"Northwest Territories",String,"Telephones and Communication",String,0.57,Number
455,Number,"Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",Mix,"Don Miller",String,54083,Number,258.01,Number,279.81,Number,23.19,Number,"Northwest Territories",String,Appliances,String,0.59,Number
456,Number,"Honeywell Quietcare HEPA Air Cleaner",String,"Don Jones",String,54274,Number,328.00,Number,78.65,Number,13.99,Number,"Northwest Territories",String,Appliances,String,0.52,Number
457,Number,"Staples Colored Bar Computer Paper",String,"Chad Cunningham",String,54276,Number,299.59,Number,35.44,Number,4.92,Number,"Northwest Territories",String,Paper,String,0.38,Number
458,Number,"Boston 16765 Mini Stand Up Battery Pencil Sharpener",Mix,"Ralph Arnett",String,54528,Number,-85.91,Number,11.66,Number,8.99,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.59,Number
459,Number,"Staples Battery-Operated Desktop Pencil Sharpener",String,"Ralph Arnett",String,54528,Number,-6.38,Number,10.48,Number,2.89,Number,"Northwest Territories",String,"Pens & Art Supplies",String,0.6,Number
460,Number,"Eldon® 200 Class™ Desk Accessories",Mix,"Nicole Hansen",String,54567,Number,-61.59,Number,6.28,Number,5.41,Number,"Northwest Territories",String,"Office Furnishings",String,0.53,Number
