RowNumber,RowNumber_TYPE,CustomerId,CustomerId_TYPE,Surname,Surname_TYPE,CreditScore,CreditScore_TYPE,Geography,Geography_TYPE,Gender,Gender_TYPE,Age,Age_TYPE,Tenure,Tenure_TYPE,Balance,Balance_TYPE,NumOfProducts,NumOfProducts_TYPE,HasCrCard,HasCrCard_TYPE,IsActiveMember,IsActiveMember_TYPE,EstimatedSalary,EstimatedSalary_TYPE,Exited,Exited_TYPE
2415,Number,15806027,Number,Niu,String,556,Number,France,String,Female,String,52,Number,9,Number,0,Number,1,Number,1,Number,0,Number,175149.2,Number,1,Number
2416,Number,15574886,Number,Palerma,String,706,Number,France,String,Male,String,32,Number,6,Number,94486.47,Number,1,Number,1,Number,1,Number,146949.74,Number,0,Number
2417,Number,15707120,Number,Cocci,String,850,Number,France,String,Male,String,46,Number,9,Number,117640.39,Number,1,Number,1,Number,0,Number,88920.68,Number,0,Number
2418,Number,15800845,Number,Artemieva,String,732,Number,Spain,String,Female,String,33,Number,8,Number,111379.55,Number,1,Number,1,Number,1,Number,45098.62,Number,0,Number
2419,Number,15603914,Number,Arcuri,String,614,Number,France,String,Male,String,40,Number,6,Number,0,Number,1,Number,1,Number,1,Number,20339.79,Number,1,Number
2420,Number,15722765,Number,Owen,String,580,Number,Spain,String,Female,String,57,Number,0,Number,136820.99,Number,1,Number,0,Number,1,Number,108528.74,Number,0,Number
2421,Number,15783305,Number,Franklin,String,593,Number,France,String,Female,String,46,Number,7,Number,98752.51,Number,1,Number,1,Number,0,Number,145560.38,Number,0,Number
2422,Number,15574842,Number,Lorenzo,String,653,Number,Germany,String,Female,String,25,Number,2,Number,158266.42,Number,3,Number,1,Number,1,Number,199357.24,Number,0,Number
2423,Number,15607837,Number,Muriel,String,746,Number,France,String,Female,String,29,Number,4,Number,105599.67,Number,1,Number,1,Number,1,Number,43106.17,Number,0,Number
2424,Number,15714877,Number,MacDevitt,String,662,Number,France,String,Female,String,29,Number,10,Number,0,Number,2,Number,1,Number,0,Number,137508.31,Number,0,Number
2425,Number,15782941,Number,Chijindum,String,573,Number,France,String,Male,String,31,Number,2,Number,0,Number,2,Number,1,Number,1,Number,91957.39,Number,0,Number
2426,Number,15630167,Number,Gibson,String,684,Number,Spain,String,Female,String,39,Number,4,Number,139723.9,Number,1,Number,1,Number,1,Number,120612.11,Number,0,Number
2427,Number,15759038,Number,Whitehead,String,793,Number,France,String,Female,String,41,Number,3,Number,141806.46,Number,1,Number,1,Number,0,Number,102921.17,Number,0,Number
2428,Number,15661821,Number,Johnstone,String,798,Number,Germany,String,Female,String,49,Number,5,Number,132571.67,Number,1,Number,1,Number,1,Number,31686.33,Number,1,Number
2429,Number,15728006,Number,Endrizzi,String,524,Number,France,String,Male,String,40,Number,2,Number,180516.9,Number,1,Number,1,Number,0,Number,180002.42,Number,0,Number
2430,Number,15712176,Number,Burke,String,816,Number,France,String,Male,String,31,Number,8,Number,0,Number,2,Number,1,Number,1,Number,28407.4,Number,0,Number
2431,Number,15689351,Number,Johnson,String,742,Number,Germany,String,Female,String,41,Number,4,Number,92805.72,Number,1,Number,0,Number,1,Number,73743.95,Number,1,Number
2432,Number,15782247,Number,Yeh,String,540,Number,France,String,Male,String,22,Number,4,Number,0,Number,3,Number,1,Number,1,Number,186233.26,Number,1,Number
2433,Number,15769064,Number,Marshall,String,537,Number,Germany,String,Male,String,39,Number,3,Number,135309.36,Number,1,Number,1,Number,0,Number,31728.86,Number,1,Number
2434,Number,15718153,Number,Kao,String,759,Number,Spain,String,Female,String,74,Number,6,Number,128917.84,Number,1,Number,1,Number,1,Number,48244.64,Number,0,Number
2435,Number,15613189,Number,Browne,String,774,Number,France,String,Female,String,52,Number,2,Number,56580.93,Number,1,Number,1,Number,0,Number,113266.28,Number,1,Number
2436,Number,15661734,Number,Taylor,String,608,Number,Germany,String,Male,String,42,Number,8,Number,131390.75,Number,2,Number,1,Number,0,Number,71178.09,Number,0,Number
2437,Number,15592645,Number,Gibbons,String,704,Number,Spain,String,Male,String,37,Number,4,Number,0,Number,2,Number,0,Number,0,Number,25684.93,Number,0,Number
2438,Number,15768387,Number,Nott,String,581,Number,France,String,Male,String,41,Number,8,Number,0,Number,2,Number,0,Number,0,Number,29737.14,Number,0,Number
2439,Number,15792525,Number,Lei,String,628,Number,Germany,String,Female,String,61,Number,1,Number,97361.66,Number,1,Number,1,Number,1,Number,149922.38,Number,1,Number
2440,Number,15586976,Number,Alexeeva,String,566,Number,France,String,Female,String,42,Number,6,Number,0,Number,1,Number,1,Number,0,Number,180702.12,Number,1,Number
2441,Number,15790659,Number,Sheets,String,701,Number,Spain,String,Male,String,59,Number,7,Number,0,Number,2,Number,0,Number,1,Number,27597.59,Number,0,Number
2442,Number,15691446,Number,Tokaryev,String,735,Number,Spain,String,Male,String,29,Number,10,Number,0,Number,2,Number,1,Number,1,Number,95025.27,Number,0,Number
2443,Number,15772632,Number,Ts'ui,String,680,Number,France,String,Female,String,34,Number,1,Number,0,Number,2,Number,1,Number,0,Number,167035.07,Number,0,Number
2444,Number,15706587,Number,Johnston,String,560,Number,France,String,Male,String,57,Number,0,Number,0,Number,2,Number,0,Number,1,Number,116781.71,Number,0,Number
2445,Number,15572461,Number,Kung,String,663,Number,Germany,String,Female,String,29,Number,4,Number,102714.65,Number,2,Number,0,Number,0,Number,21170.81,Number,0,Number
2446,Number,15654409,Number,Unwin,String,665,Number,France,String,Female,String,34,Number,5,Number,67816.72,Number,1,Number,1,Number,1,Number,29641.58,Number,0,Number
2447,Number,15568025,Number,Hsueh,String,758,Number,France,String,Male,String,51,Number,8,Number,81710.46,Number,1,Number,1,Number,1,Number,116520.07,Number,0,Number
2448,Number,15715769,Number,Hao,String,621,Number,France,String,Male,String,26,Number,2,Number,75237.54,Number,1,Number,0,Number,1,Number,44220.4,Number,0,Number
2449,Number,15667458,Number,L?,String,764,Number,Germany,String,Male,String,28,Number,10,Number,124023.18,Number,1,Number,1,Number,0,Number,166188.28,Number,0,Number
2450,Number,15567980,Number,Frater,String,537,Number,Germany,String,Female,String,46,Number,5,Number,100727.5,Number,1,Number,0,Number,1,Number,140857.76,Number,1,Number
2451,Number,15679294,Number,Brennan,String,589,Number,France,String,Female,String,46,Number,10,Number,107238.85,Number,2,Number,1,Number,0,Number,37024.28,Number,0,Number
2452,Number,15606507,Number,Pisani,String,555,Number,France,String,Male,String,24,Number,5,Number,0,Number,2,Number,1,Number,0,Number,27513.47,Number,0,Number
2453,Number,15578825,Number,Golubev,String,734,Number,France,String,Female,String,29,Number,0,Number,139994.66,Number,1,Number,1,Number,0,Number,17744.72,Number,0,Number
2454,Number,15619935,Number,Vanmeter,String,783,Number,Spain,String,Female,String,59,Number,9,Number,126224.87,Number,1,Number,1,Number,1,Number,4423.63,Number,0,Number
2455,Number,15636089,Number,Hs?,String,678,Number,Germany,String,Female,String,51,Number,1,Number,145751.03,Number,1,Number,0,Number,0,Number,109718.44,Number,1,Number
2456,Number,15727490,Number,Scott,String,661,Number,France,String,Male,String,47,Number,5,Number,0,Number,1,Number,0,Number,1,Number,107243.31,Number,1,Number
2457,Number,15591766,Number,Crawford,String,607,Number,Spain,String,Female,String,25,Number,4,Number,121166.89,Number,1,Number,0,Number,1,Number,115288.24,Number,0,Number
2458,Number,15641629,Number,P'eng,String,537,Number,Spain,String,Female,String,38,Number,1,Number,0,Number,2,Number,0,Number,1,Number,41233.97,Number,0,Number
2459,Number,15813303,Number,Rearick,String,513,Number,Spain,String,Male,String,88,Number,10,Number,0,Number,2,Number,1,Number,1,Number,52952.24,Number,0,Number
2460,Number,15756920,Number,Genovesi,String,576,Number,France,String,Male,String,63,Number,9,Number,70655.48,Number,1,Number,0,Number,0,Number,78955.8,Number,1,Number
2461,Number,15726403,Number,Glenny,String,660,Number,Germany,String,Male,String,41,Number,1,Number,129901.21,Number,1,Number,1,Number,0,Number,26025.6,Number,1,Number
2462,Number,15592765,Number,Marks,String,637,Number,France,String,Male,String,40,Number,8,Number,125470.81,Number,1,Number,1,Number,1,Number,174536.17,Number,0,Number
2463,Number,15704442,Number,Fleming,String,672,Number,France,String,Female,String,53,Number,9,Number,169406.33,Number,4,Number,1,Number,1,Number,147311.47,Number,1,Number
2464,Number,15641136,Number,Davison,String,629,Number,France,String,Male,String,32,Number,2,Number,0,Number,2,Number,0,Number,1,Number,77965.44,Number,0,Number
2465,Number,15725818,Number,Chibuzo,String,583,Number,Germany,String,Male,String,40,Number,4,Number,107041.3,Number,1,Number,1,Number,1,Number,5635.63,Number,0,Number
2466,Number,15612071,Number,Wilson,String,763,Number,Spain,String,Female,String,32,Number,10,Number,95153.77,Number,1,Number,0,Number,1,Number,81310.1,Number,0,Number
2467,Number,15719809,Number,Endrizzi,String,516,Number,Germany,String,Male,String,32,Number,3,Number,145166.09,Number,2,Number,0,Number,0,Number,111421.45,Number,0,Number
2468,Number,15716518,Number,Yuryeva,String,617,Number,France,String,Female,String,27,Number,4,Number,0,Number,2,Number,0,Number,0,Number,190269.21,Number,0,Number
2469,Number,15742210,Number,Ugochukwu,String,700,Number,France,String,Male,String,38,Number,9,Number,65962.63,Number,1,Number,1,Number,1,Number,100950.48,Number,0,Number
2470,Number,15630617,Number,"Lo Duca",String,727,Number,Germany,String,Male,String,36,Number,6,Number,140418.81,Number,1,Number,1,Number,1,Number,113033.73,Number,1,Number
2471,Number,15720838,Number,Gallo,String,689,Number,Spain,String,Female,String,31,Number,3,Number,139799.63,Number,1,Number,0,Number,1,Number,120663.57,Number,0,Number
2472,Number,15595537,Number,Trout,String,626,Number,Germany,String,Male,String,49,Number,9,Number,171787.84,Number,2,Number,1,Number,0,Number,187192.23,Number,0,Number
2473,Number,15623196,Number,Morley,String,686,Number,France,String,Male,String,38,Number,6,Number,149238.97,Number,1,Number,1,Number,1,Number,97825.23,Number,0,Number
2474,Number,15679249,Number,Chou,String,351,Number,Germany,String,Female,String,57,Number,4,Number,163146.46,Number,1,Number,1,Number,0,Number,169621.69,Number,1,Number
2475,Number,15693199,Number,Shao,String,739,Number,France,String,Female,String,37,Number,8,Number,0,Number,2,Number,1,Number,0,Number,191557.1,Number,1,Number
2476,Number,15661219,Number,Trentino,String,627,Number,France,String,Male,String,32,Number,10,Number,0,Number,2,Number,1,Number,0,Number,103287.62,Number,0,Number
2477,Number,15617136,Number,Mazzanti,String,451,Number,Germany,String,Female,String,38,Number,9,Number,61482.47,Number,1,Number,1,Number,1,Number,167538.66,Number,0,Number
2478,Number,15760294,Number,Endrizzi,String,512,Number,France,String,Female,String,41,Number,8,Number,145150.28,Number,1,Number,1,Number,0,Number,64869.32,Number,1,Number
2479,Number,15652808,Number,Monaldo,String,774,Number,France,String,Female,String,41,Number,5,Number,126670.37,Number,1,Number,1,Number,0,Number,102426.06,Number,0,Number
2480,Number,15657139,Number,Otutodilinna,String,652,Number,France,String,Female,String,40,Number,8,Number,84390.8,Number,2,Number,0,Number,1,Number,107876.2,Number,0,Number
2481,Number,15803790,Number,Allen,String,638,Number,Germany,String,Male,String,37,Number,2,Number,89728.86,Number,2,Number,1,Number,1,Number,37294.88,Number,0,Number
2482,Number,15764105,Number,Milne,String,475,Number,France,String,Female,String,57,Number,1,Number,0,Number,2,Number,1,Number,0,Number,89248.99,Number,0,Number
2483,Number,15672610,Number,Somadina,String,567,Number,Spain,String,Male,String,40,Number,4,Number,118628.8,Number,1,Number,0,Number,0,Number,91973.63,Number,0,Number
2484,Number,15766896,Number,Chieloka,String,750,Number,France,String,Male,String,37,Number,3,Number,0,Number,2,Number,1,Number,0,Number,16870.2,Number,0,Number
2485,Number,15587735,Number,Chukwuebuka,String,850,Number,France,String,Male,String,39,Number,6,Number,96863.13,Number,1,Number,1,Number,1,Number,121681.19,Number,0,Number
2486,Number,15659501,Number,Chioke,String,753,Number,France,String,Female,String,38,Number,6,Number,142263.45,Number,1,Number,0,Number,1,Number,33730.43,Number,0,Number
2487,Number,15745001,Number,Kovalev,String,683,Number,Spain,String,Female,String,36,Number,7,Number,0,Number,2,Number,1,Number,0,Number,104786.59,Number,0,Number
2488,Number,15651140,Number,Doherty,String,710,Number,France,String,Female,String,32,Number,3,Number,0,Number,1,Number,1,Number,0,Number,94790.34,Number,0,Number
2489,Number,15571148,Number,Baranov,String,645,Number,Spain,String,Female,String,21,Number,1,Number,0,Number,2,Number,0,Number,0,Number,28726.07,Number,0,Number
2490,Number,15776824,Number,Rossi,String,714,Number,France,String,Male,String,28,Number,6,Number,122724.37,Number,1,Number,1,Number,1,Number,67057.27,Number,0,Number
2491,Number,15633141,Number,Robinson,String,696,Number,Germany,String,Female,String,35,Number,4,Number,174902.26,Number,1,Number,1,Number,0,Number,69079.85,Number,0,Number
2492,Number,15764174,Number,Bidencope,String,612,Number,Spain,String,Female,String,26,Number,4,Number,0,Number,2,Number,1,Number,1,Number,179780.74,Number,0,Number
2493,Number,15778155,Number,T'ien,String,520,Number,Germany,String,Female,String,31,Number,3,Number,108914.17,Number,1,Number,1,Number,1,Number,183572.39,Number,1,Number
2494,Number,15715920,Number,"De Bernales",String,782,Number,Spain,String,Male,String,23,Number,10,Number,98052.66,Number,1,Number,1,Number,1,Number,142587.32,Number,0,Number
2495,Number,15671917,Number,Wade,String,666,Number,France,String,Male,String,46,Number,5,Number,123873.19,Number,1,Number,1,Number,1,Number,177844.06,Number,0,Number
2496,Number,15666548,Number,Chung,String,466,Number,Germany,String,Female,String,56,Number,2,Number,111920.13,Number,3,Number,1,Number,0,Number,197634.11,Number,1,Number
2497,Number,15625623,Number,Stevenson,String,567,Number,France,String,Female,String,45,Number,4,Number,0,Number,2,Number,0,Number,1,Number,121053.19,Number,0,Number
2498,Number,15748123,Number,Chienezie,String,613,Number,France,String,Male,String,20,Number,3,Number,0,Number,2,Number,1,Number,1,Number,149613.77,Number,0,Number
2499,Number,15648735,Number,Cashin,String,718,Number,France,String,Male,String,37,Number,8,Number,0,Number,2,Number,1,Number,1,Number,142.81,Number,0,Number
2500,Number,15634974,Number,Seppelt,String,614,Number,France,String,Female,String,37,Number,8,Number,75150.34,Number,4,Number,0,Number,1,Number,131766.67,Number,1,Number
2501,Number,15713378,Number,Brownless,String,711,Number,France,String,Male,String,38,Number,10,Number,0,Number,2,Number,0,Number,0,Number,53311.78,Number,0,Number
2502,Number,15753370,Number,McDonald,String,691,Number,Germany,String,Female,String,38,Number,5,Number,114753.76,Number,1,Number,1,Number,0,Number,107665.02,Number,0,Number
2503,Number,15782659,Number,Mamelu,String,527,Number,France,String,Male,String,32,Number,0,Number,0,Number,1,Number,1,Number,0,Number,109523.88,Number,0,Number
2504,Number,15583364,Number,McGregor,String,476,Number,France,String,Female,String,32,Number,6,Number,111871.93,Number,1,Number,0,Number,0,Number,112132.86,Number,0,Number
2505,Number,15625942,Number,McDonald,String,619,Number,Spain,String,Female,String,45,Number,0,Number,0,Number,2,Number,0,Number,0,Number,113645.4,Number,0,Number
2506,Number,15720284,Number,Crawford,String,607,Number,Germany,String,Female,String,37,Number,4,Number,135927.06,Number,1,Number,0,Number,0,Number,180890.4,Number,0,Number
2507,Number,15679642,Number,Feng,String,695,Number,Spain,String,Male,String,44,Number,8,Number,0,Number,2,Number,1,Number,1,Number,70974.13,Number,0,Number
2508,Number,15628007,Number,Genovese,String,653,Number,France,String,Male,String,33,Number,1,Number,0,Number,2,Number,0,Number,0,Number,53379.52,Number,0,Number
2509,Number,15661974,Number,Pirozzi,String,677,Number,France,String,Male,String,46,Number,2,Number,57037.74,Number,1,Number,1,Number,1,Number,158531.01,Number,0,Number
2510,Number,15689341,Number,Gibbs,String,655,Number,France,String,Female,String,50,Number,10,Number,0,Number,4,Number,1,Number,0,Number,179267.94,Number,1,Number
2511,Number,15607993,Number,Milne,String,625,Number,France,String,Female,String,52,Number,2,Number,79468.96,Number,1,Number,1,Number,1,Number,84606.03,Number,0,Number
2512,Number,15693267,Number,Dickson,String,679,Number,Germany,String,Female,String,34,Number,7,Number,121063.85,Number,1,Number,1,Number,0,Number,56984.58,Number,0,Number
2513,Number,15769522,Number,O'Connor,String,734,Number,France,String,Male,String,51,Number,1,Number,118537.47,Number,1,Number,1,Number,1,Number,116912.45,Number,0,Number
2514,Number,15755825,Number,McGuirk,String,666,Number,France,String,Male,String,39,Number,10,Number,0,Number,2,Number,1,Number,0,Number,102999.33,Number,0,Number
2515,Number,15598175,Number,Toscani,String,592,Number,Germany,String,Female,String,26,Number,4,Number,105082.07,Number,2,Number,1,Number,0,Number,132801.57,Number,0,Number
